Timestamp,TopRatioAcc,TopLongAcc, TopShortAcc, TopRatioPos, TopLongPos, TopShortPos, GlobalRatioAcc, GlobalLongAcc, GlobalShortAcc, BuySellRatio, BuyVol, SelVol
1700695800000,1.1901,0.5434,0.4566,0.9673,0.4917,0.5083,1.0296,0.5073,0.4927,0.784,2.446,3.12
1700696100000,1.181,0.5415,0.4585,0.967,0.4916,0.5084,1.0313,0.5077,0.4923,0.784,2.446,3.12
1700696400000,1.1906,0.5435,0.4565,0.967,0.4916,0.5084,1.0346,0.5085,0.4915,0.784,2.446,3.12
1700696700000,1.2056,0.5466,0.4534,0.9669,0.4916,0.5084,1.05,0.5122,0.4878,0.784,2.446,3.12
1700697000000,1.2085,0.5472,0.4528,0.9677,0.4918,0.5082,1.0547,0.5133,0.4867,0.784,2.446,3.12
1700697300000,1.2114,0.5478,0.4522,0.9676,0.4918,0.5082,1.07,0.5169,0.4831,0.784,2.446,3.12
1700697600000,1.2114,0.5478,0.4522,0.9678,0.4918,0.5082,1.0589,0.5143,0.4857,0.784,2.446,3.12
1700697900000,1.2594,0.5574,0.4426,0.968,0.4919,0.5081,1.0781,0.5188,0.4812,0.784,2.446,3.12
1700698200000,1.263,0.5581,0.4419,0.9681,0.4919,0.5081,1.073,0.5176,0.4824,0.784,2.446,3.12
1700698500000,1.2548,0.5565,0.4435,0.968,0.4919,0.5081,1.0734,0.5177,0.4823,0.784,2.446,3.12
1700698800000,1.2904,0.5634,0.4366,0.9688,0.4921,0.5079,1.1088,0.5258,0.4742,0.784,2.446,3.12
1700699100000,1.2978,0.5648,0.4352,0.9689,0.4921,0.5079,1.1053,0.525,0.475,0.784,2.446,3.12
1700699400000,1.2946,0.5642,0.4358,0.969,0.4921,0.5079,1.1084,0.5257,0.4743,0.784,2.446,3.12
1700699700000,1.2847,0.5623,0.4377,0.9691,0.4922,0.5078,1.1,0.5238,0.4762,0.784,2.446,3.12
1700700000000,1.2686,0.5592,0.4408,0.9689,0.4921,0.5079,1.0907,0.5217,0.4783,0.784,2.446,3.12
1700700300000,1.2722,0.5599,0.4401,0.9689,0.4921,0.5079,1.0859,0.5206,0.4794,0.784,2.446,3.12
1700700600000,1.263,0.5581,0.4419,0.9685,0.492,0.508,1.0859,0.5206,0.4794,0.784,2.446,3.12
1700700900000,1.2686,0.5592,0.4408,0.9688,0.4921,0.5079,1.089,0.5213,0.4787,0.784,2.446,3.12
1700701200000,1.281,0.5616,0.4384,0.9688,0.4921,0.5079,1.0855,0.5205,0.4795,0.784,2.446,3.12
1700701500000,1.2815,0.5617,0.4383,0.9688,0.4921,0.5079,1.0842,0.5202,0.4798,0.784,2.446,3.12
1700701800000,1.2847,0.5623,0.4377,0.9688,0.4921,0.5079,1.0838,0.5201,0.4799,0.784,2.446,3.12
1700702100000,1.2868,0.5627,0.4373,0.9688,0.4921,0.5079,1.0877,0.521,0.479,0.784,2.446,3.12
1700702400000,1.2931,0.5639,0.4361,0.9682,0.4919,0.5081,1.0938,0.5224,0.4776,0.784,2.446,3.12
1700702700000,1.2931,0.5639,0.4361,0.9682,0.4919,0.5081,1.1004,0.5239,0.4761,0.784,2.446,3.12
1700703000000,1.2604,0.5576,0.4424,0.9685,0.492,0.508,1.0807,0.5194,0.4806,0.784,2.446,3.12
1700703300000,1.2604,0.5576,0.4424,0.969,0.4921,0.5079,1.0872,0.5209,0.4791,0.784,2.446,3.12
1700703600000,1.263,0.5581,0.4419,0.969,0.4921,0.5079,1.089,0.5213,0.4787,0.784,2.446,3.12
1700703900000,1.263,0.5581,0.4419,0.9691,0.4921,0.5079,1.0825,0.5198,0.4802,0.784,2.446,3.12
1700704200000,1.264,0.5583,0.4417,0.9691,0.4921,0.5079,1.0777,0.5187,0.4813,0.784,2.446,3.12
1700704500000,1.2748,0.5604,0.4396,0.9692,0.4922,0.5078,1.0851,0.5204,0.4796,0.784,2.446,3.12
1700704800000,1.2691,0.5593,0.4407,0.9693,0.4922,0.5078,1.0868,0.5208,0.4792,0.784,2.446,3.12
1700705100000,1.2686,0.5592,0.4408,0.9693,0.4922,0.5078,1.0807,0.5194,0.4806,0.784,2.446,3.12
1700705400000,1.2614,0.5578,0.4422,0.9872,0.4968,0.5032,1.0695,0.5168,0.4832,0.784,2.446,3.12
1700705700000,1.3574,0.5758,0.4242,0.9883,0.4971,0.5029,1.0777,0.5187,0.4813,0.784,2.446,3.12
1700706000000,1.3294,0.5707,0.4293,0.9878,0.4969,0.5031,1.0665,0.5161,0.4839,0.784,2.446,3.12
1700706300000,1.3359,0.5719,0.4281,0.9879,0.497,0.503,1.0683,0.5165,0.4835,0.784,2.446,3.12
1700706600000,1.3332,0.5714,0.4286,0.988,0.497,0.503,1.073,0.5176,0.4824,0.784,2.446,3.12
